userName;score;at;content;Kategori
Khirsan 07;5;16/10/2022 08.25;Good aps. Maxim, Untuk list titik penjemputan dan tujuan di tambahin dong xim, Biar para driver dan cs ga salah titik jemput dan tujuan, karena cs sering salah. Bandara soetta aja titik tujuan belum lengkap kaya si ijo.;Positif
12_26_Mochamad Saiful Anwar;1;16/10/2022 07.43;Murah tapi emang murahan juga, saya mau delivery barang nunggu satu jam dicancel terus > 5 driver. Alesannya gak mau bawa barangnya. Harus saya sendiri. Apagunanya saya bayar. Lol attitude;Negatif
Novi Yuliastuti;1;16/10/2022 05.33;Gak jelas, pesen makanan malah di latikan ke browser. Aneh, titik akurasi sangat tidak tepat.;Negatif
Way 13;1;16/10/2022 03.08;Ini aplikasi titik kordinat nya sering lompatt dari titik yang di tentukan, di aplikasi custumer titik A di aplikasi driver di titik B, jdi menguras waktu yang lumayan, bagi kalian pengguna aplikasi ini, untuk brngkt kerjaa saya lebih saran jangan pake!!!!;Negatif
Iphu Muni;1;16/10/2022 03.04;Maxim yang sekarang sangatlah parah. Sudah waktunya menunggu lama (mobil) giliran sudah dapat driver minta bayaran dinaikan dari biaya yang tertera pada aplikasi. Driver beralasan jarak jauh atau potongan pihak maxim besar kepada driver sehingga keuntungan driver sedikit. Saya sebagai customer TIDAK PERDULI HAL ITU KARNA SAYA HANYA MEMBAYAR SESUAI DENGAN BIAYA PADA APLIKASI. Jadi tolongnya jika ditemukan complain dari customer terhadap driver yang seperti itu tolong ditindak tegas. 👎👎👎;Negatif
Aliya Yofikha ikhlas;1;16/10/2022 02.42;Harganya sih terjangkau, sayangnya kebanyakan drivernya buta map, lelet dan tidak tau jalan. Padahal kami penggunaan Maxim berharap banyak dari aplikasi ini. Ditambah lagi titik jemputnya juga ga sesuai;Negatif
I Gede Ivan Darmawan;1;16/10/2022 00.06;Maaf, saya sebagai pelanggan baru sangat kesulitan untuk top up saldo di maxim. Bahkan tidak ada penjelasannya sama sekali terkait cara top up nya bagaimana. Tolong ditingkatkan lagi;Negatif
Dwi Kurnia;1;15/10/2022 15.21;Kecewa banget sama Maxim ini emng paling murah di antara transportasi ojol yang lain , tapi ga bisa di buat buru2 klo kita lagi mendesak gilaaak 10 menit nunggu driver datang , dan driver udah pasang titik temu dengan customer padahal saya aja belom ketemu sama drivernya gatau juga itu driver nyangkutnya dimana . Cek maps nya ternyata masih jauh dari lokasi saya;Negatif
Nada Agustin;2;15/10/2022 15.11;maaf saya kasih bintang 2 karena saya kebetulan pernah 2x dapet driver yg sama dan dengan driver itu doang masa tiba tiba argonya berubah 2x lipat. padahal saya liatin dari awal mesen sampe mau sampe lokasi argonya masih sama kaya awal tapi pas saya turun tiba tiba argonya berubah. ga banget deh kaya gitu!!!! kalau bisa rasanya saya ga mau dapet driver itu lagi, aneh masa dapet orang itu tapi argonya tiba tiba berubah!!!!;Negatif
Lim Sui Liang;1;15/10/2022 14.06;Setelah upgrade versi baru, sekarang gak bisa lagi terima share lokasi dari WA. Versi sebelumnya bisa Tolong bantuannya. Karena kami usaha dan sangat memerlukan share lokasi dari wa ke maxim. Tolong secepatnya di atasi;Negatif
resa rdp;4;15/10/2022 12.52;untuk Maxim food masih belum maksimal dan sering error... mohon diperbaiki dan lebih di tingkatkan lagi... karena untuk memilih merchant food loading nya berat dan tidak komplit meskipun sudah saya tandai titik daerah nya... 🙏;Positif
Millenius Sabda;3;15/10/2022 04.57;Tolong harganya di buat pas jangan pula harganya tanggung.. Bayar ordernya Rp 10.200 terpaksa harus bayar Rp 11.000 krna drivernya gak punya uang receh... Kalo bisa Rp 10.000 aja gak perlu pula harganya ganjil2..;Negatif
nadia novemi;4;15/10/2022 04.03;aplikasi pelayanan online paling bersahabat dan paling miring, 👍, cuma untuk, aplikasinya ditingkatkan njih, karna belum ada laporan telah sampai (barang,paket dll);Positif
babah akim;5;15/10/2022 01.12;Saya pengguna setia Maxim karena harga bersahabat, sekedar masukan saja akhir akhir ini driver Maxim kurang sopan, nada bicara agak kasar, suka minta tambahan ongkos & ngedumel sendiri kalo jalan agak macet. Tolong diperbaiki pelayanannya agar Customer tetap nyaman menggunakan jasa Maxim.;Positif
Devis surtiyanto;1;14/10/2022 22.05;TOLONG PERBAIKI SYSTEM Titik jemput seringnya tertukar dengan titik tujuan antar,Dan ketika Driver sudah di batalkan di Aplikasi tapi driver sring datang padahal sudah di batalkan,kan jadi tidak enak sm driver sudah datang jauh2.Dan Susah cari Alamat.;Negatif
Tyas Irma;2;14/10/2022 18.59;Dapat kode referral dr driver ..dapat bonusnya ..kirain bisa dipakai spt aplikasi yg 2 lainnya jadi ga perlu bayar tunai lagi Tnyt ttp aj bayar tunai n bonusnya dipotong...aneh,ga jelas...itu satu. Kedua..alamat kantor, restoran dsb ga ada yg di-update jadi driver dtgnya ya ke alamat yg harusnya udah di-update ini malah ke alamat lama jadi susah banget malah jadi bikin cancel. Ketiga.. merchant tempat makan/restoran nya ga ada yg terdekat sesuai dengan lokasinya customer jauh2 banget.;Negatif
Wdari Harun;1;14/10/2022 14.29;Driver didaerah saya (balikpapan) ada yg ugal²an + motor juga kadang ada beberapa yg sdh tidak layak pakai/attitude drivernya kurang baik dalam merespon dan beberapa kali sy buat laporan ke maxim tapi tetap aja tidak ada perubahan sama sekali. Tolong lah maxim klo ada driver yg daftar hrs lebih di seleksi lagi attitude dan kendaraan nya. Kami sebagai customer ingin kenyamanan dijalan bukan rasa takut dijalan;Negatif
Humaira Sehati;2;14/10/2022 13.16;Setelah di upgrade malah susah cari titik dari sherlok.. biasanya buka serlok via aplikasi maxim langsung ketemu titiknya, sekarang harus nyari titik lagi, bukan nya tambah bagus setelah di upgrade malah tambah payah;Negatif
Rinda Ravina;1;14/10/2022 09.55;Kurang suka sama maxim garagara no hp kita jadi kesebar,sering banget dapet whatsapp dari driver maxim dan menurutku itu annoying bgt sampe drivernya telfon telfon . Tolong diperbaiki lagi untuk privasi nomor nya ya;Negatif
Dewi Rizna;2;14/10/2022 08.53;Parah aplikasinya ribet tidak seperti aplikasi lain. Kasihan drivernya jd di php. Saya cuma mau cek harga, tiba2 order sudah berjalan dan driver menghubungi saya. Saya batalkan alasan hanya ada 2 pilihan, lalu pas dipilih malah masuk ke order baru lagi, dibatalkan lagi masuk lagi ke order selanjutnya. Mana pembayaran dengan saldonya susah, selalu keluar dengan pembayaran tunai.;Negatif
Mei Anggie;1;14/10/2022 03.33;Maxim drivernya jelek-jelek sekali amat sangat jelek order udah sekian jam tidak ada yang mau datang sama sekali padahal ongkirnya juga lumayan. Sesetan ke panjer hanya sekian kilo nggak ada nggak begitu jauh ya tapi tidak ada yang mau ambil barang sama sekali ya ampun ini perlu ditingkatkan kembali ya tolong ya;Negatif
Diana Putri;4;13/10/2022 14.57;Maxim murah, tapi harusnya kasih fitur untuk foto dong biar lbih memudahkan untuk ngasih tau lokasi kita k driver nya, klau di jelasin doang kan susah, smoga secepatnya bisa ditambahkan fitur itu Edit : plies deh ini stasiun aja GK terdetek dimana letak nya dan alhasil harus pke apk lain untuk mesen , jdi kebayang kan klau mau mesen ke alamat rumah bkl gimana yg stasiun aja GK terdetek apalagi almt rumah 😩 nama stasiun yg tidak bisa terdetek di maxim: stasiun Rangkasbitung, setasiun Cisauk dll;Positif
Alsha Manurung;3;13/10/2022 13.29;Hi tim Maxim! Sebelumnya saya minta maaf karena mengganti rating app. Beberapa hari yang lalu saya mencoba memesan di daerah Kalimalang, Bekasi. Di ponsel saya, baru dapat driver tiba2 dicancel otomatis dari aplikasi dan auto mencari driver baru. Saya pun melakukan perjalanan dengan driver baru. Anehnya, dari sisi driver pertama tsb saya masih terhubung dgn beliau dan saya jadinya dituduh penipu karena kesalahpahaman ini. Apa ada kontak support maxim? Karena kasusnya terjadi lagi barusan. Tks!;Negatif
Kautsar Jayadratairfan;1;13/10/2022 07.55;Aneh banget apl nya (masalah makanan) saya sudah masukin daftar makanan yang harus dibeli, almat juga, ko di driver nya gak muncul alhasil jadi nanya manual Bukannya tambah mudah Malah tambah ribet;Negatif
Anak Sholeh;4;13/10/2022 07.40;Cuma sedikit ribet sih ga lengkap juga alamatnya trus ga bisa ngasih tip lewat online kek gojek, trus kalo ngasih rantingny ribet cuma jempol 👍👎, ga bisa ngeritik/saran gitu,ga bisa bayar non tunai ke gojek harus bayar tunai tpi saldo tetap berkurang. Itu aja sih menurut gua cuma pelayan nya ramah banget, gua ga ngerti make ny dikasih caranya😂;Positif
YASNA YASNI;3;13/10/2022 04.21;Selama ini sllu pakai maxim sih Tp semakin kesni semakin aneh. Dpt harga promo sekian.. tp pas orderan bayarnya kok tetap harga bukan promo ... Aneh .. Si peta jg gak jelas amat;Negatif
Ika Sulfiyana;4;13/10/2022 03.50;Sudah mulai cukup bagus ada peningkatan, ada tampilan menu2 langsung. Tapi kenapa nggak ada keterangan tokonya buka atau tutup sih. Harusnya klo toko masih tutup kasih keterangan tutup lah biar gak terlanjur pesan trnyata toko belum buka.;Positif
yekti rahayu;4;13/10/2022 00.24;Bagus..gampang dapet drivernya.. tapi kekurangannya hanya susah mencari titik loasinya.. apa lagi kalau misal kita mau ke daerah baru yang belum pernah kita datangi... susah banget nyari titiknya.. tolong di bantu agar levih mempermudah aja..;Positif
Anna Muslimah;5;12/10/2022 23.45;waktu tepat saat dibutuhkan , mohon perbaiki lagi aplikasinya, untuk kirim paket detail alamat sangat jelek, untuk pesan makanan toko tidak up to date;Positif
Sukrowo;2;12/10/2022 18.02;Mohon diperbaharui lagi navigasi mapnya xim...jangan hanya jln protokol/diperkotaan saja saja yg ada,digang2 sempit,pinggiran kota bahkan sampai dipedesaan juga diperbaharui dong,kebanyakan customer kan nunggu digang perumahannya,masak sih harus kejln protokol untuk nungguin driver...;Negatif
Muhamad Sahroni;5;12/10/2022 12.20;Aplikasinya sederhana banget, Ringan dipakenya, simple tinggal cari driver langsung dapet. Lumayan lah harga nya lebih murah dari ojek lain.;Positif
Vinda Monica;2;12/10/2022 10.46;Tolong dong di perbaikin lagi masa makin di update malah makin jelek aplikasinya, di suruh pilih kota udh di klik malah ga ke menu gitu gitu aja trus juga skrng susah mau pesen makanan kalo restorannya ga ke daftar gabakal bisa pesen ga kaya dulu makin males pake maxim;Negatif
B. Ermilinda Floridang;1;12/10/2022 07.40;Aplikasi ini semakin diperbaharui semakin jelek. Titik penjemputan ataupun pengantaran tidak tepat. Transportasi mobil susah untuk di dapat.;Negatif
Hany Diniyati;1;12/10/2022 06.58;Aplikasinya murah tapi pas order dicancelin sama beberapa drivernya, buat drivernya kalo mau tarif yg mahal yaa jangan daftar di maxim, buat pihak maxim nya juga kalo kasih harga yg murah diskusi dulu sama para driver biar gak bikin kecewa.👎;Negatif
Karmila Hiola;1;12/10/2022 05.18;Sangat loding aplikasi nya sangat buruk udah di apdet tapi malah tambah loding dan tidak bisa mendeteksi lokasi saya dan lokasi lain. Sangat di sayangkan;Negatif
Nur Rian Fitriani Herman;4;12/10/2022 05.16;Makin hari makin naik harganya🥲 terutama ongkir delivery, biasa hanya 5k utk jarak trdkat skrg sdh 9k pdhl blm smpe 1km (walaupun mmng sring lbihin ke kurir). Customer jdi mikir 2kali utk delivery pakai maxim, aplgi utk ttik lokasinya yg msih belum lengkap. Tlong diperbaiki lagi, dan hargany mngkin bisa sedikit ditekan. Karena jjur pke maxim ini krna hrganya murah ketimbang ojol lain, tpi klau begini terus mngkin akan jdi prtmbngn lgi utk coba ke ojol yg lain🙏🙏;Positif
Ayu widya;1;12/10/2022 04.34;Setelah update, tidak bisa ambil lokasi otomatis dari lokasi yang di share orang lain, jadi manual lg pilih titiknya, semoga dikembalikan lagi seperti semula;Negatif
Maya Sigma;5;12/10/2022 03.47;Maxim tolong pencarian petanya dipermudah nama jalan langsung searching / Update . kebanyakan dimaps kebanyakan nama toko2 agak sulit carinya . Terima kasih;Positif
Dunia ikan hias oficial;5;11/10/2022 22.04;maxim mantapp...jangan ragu lagi. tarif dasar lebih murah di banding yg lain. seting titik jemput dan tujuan mudah..siip pokoknya;Positif
Alfin Asadilah;5;11/10/2022 15.11;Kenapa tambah susah ini aplikasi 1. Ketika kita pesan sesuatu padahal sdh d ambil driver tapi di aplikasi nya kita tdk berubah jadi biasa dobel pesanan 2. Ketika kita pesan makanan terkadang link yg di baca driver tidak kelihatan atau tidak sesuai pesanan kita 3. Kurangnya program Promo di Maxim 4. Tolong sediakan telfon menu telfon lewat aplikasi ini jadi tidak susah harus telfon biasa maupun wa;Positif
IKA RIFKA NUR DESIANA GANI;2;11/10/2022 13.19;Aplikasi yang di update malah tidak bagus. Susah convert titik maps ke aplikasi. Bagusan versi lama Kembaliinndonk versi lamanya;Negatif
Rara Via;5;11/10/2022 11.11;untuk driver mksih bnget udah sabar,untuk maxim tolong tingkatkan karna udah 2kali ini selalu salah titik .nyari alamat yg di tuju susah sekali .gk seperti di aplikasi ijo.mohon di upgrade lagi sistemnya biar memudahkn driver;Positif
Ariel Wildan;2;11/10/2022 07.47;Susah sekali menunjukkan alamat lewat peta. Baik alamat tujuan maupun penjemputan tidak ada dalam peta maxim.;Negatif
Daniel Wiratama;1;11/10/2022 06.54;Lokasi tidak akurat, sering salah titik jemput dan tujuan. Cari lokasi juga tidak bisa meneukan titik yang akurat. Seharusnya developer menyadari bahwa aplikasinya kurang dapat bersaing dgn kekurangan seperti ini. Saingan apps transportasi sangat banyak, dari segi harga sdh bs bersaing tapi segi kenyamanan operasional tidak bisa didapat di kemudian hari akan ditinggalkan customer. Harap memakai basic map yg dipakai juga oleh kompetitor2 lain sehingga kenyamanan pengguna didapat.;Negatif
februari zendrato;1;11/10/2022 06.18;Makin lama makin ga bagus. Pengemudi dekat ada, malah selalu dapat yang jauh. Chat dengan driver susah, pesannya selalu delay. Posisi driver sering hilang lenyap di peta. Oh payah,,;Negatif
Tinsiawati R. Atilu;1;11/10/2022 04.41;Mohon maaf min, kenapa setelah diupdate justru tidak bisa digunakan sama skli yaa. Mau pesan transportasi atau delivery juga tidak bisa. Mohon ditinjau min;Negatif
Heru T Wibowo;5;10/10/2022 23.43;Tolong aplikasinya error, pagi ini mau order utk anak baru merubah pilihan dr mobil ke motor langsung order sendiri, padahal belum di cari titik tujuan langsung order sendiri dan keluar harganya;Positif
Leni Marlina;1;10/10/2022 11.00;Kesal bnget hri ne naik maxim ..blm juga naik mobil msak supir minta hrga di tambah kn diluar aplikasi. Dri hrga 80 lebih di aplikasi. saya bgi jdi 100 .krna mau buru2 klw ngk udh saya cansel;Negatif
Udzri tsabitul Azmi;5;10/10/2022 09.49;pelayanannya udah bagus banget ya trus bayarnya juga murah pokoknya hampir mirip sama Gojek,Grab. Dan cepat datang-sampai di tujuan keren banget pokoknya gak sia-sia aku download MAXIM;Positif
Rohmatun khoirun Nissa;2;10/10/2022 04.58;Tolong servernya diperbaiki lagi. Masak saya beli makanan di apk tertulis 37.5k jadi 66k. Katanya orderan blm masuk ke maxim. Harga murah tp kualitas servernya sulit. Mohon untuk dievaluasi;Negatif
Vina Syam HS;4;10/10/2022 03.24;sebenernya bagus, cuman kadang lemot banget update posisi driver.. tapi ttp dipake sih, soalnua drivernya ramah semua.. jadi aplikasi favorit pengganti g**b, yg driver nya judes dan tdk ramah.. skrg di hp ada go**k sama maxim❤️;Positif
NinaAfia Finata;2;09/10/2022 23.11;tolong dong maxim perbaiki nyari mapsnya ribet bgt si search jalannya harus lengkap gt tp giliran lengkap di pencariannya gak ada pdhl di apk lain gampang bgt kalo cuma sebut jalan aja referensinya langsung banyak ini kudu di cari sendiri titiknya;Negatif
Imam D. Rosevelt;1;09/10/2022 16.53;Kenapa history perjalanan malah hilang lagi sich, udah dua kali gini terus.. knp selalu gini? Tolong balikan history yg hilang bukan krn dihapus segera. Klo kalian peduli sama aplikasi ini dev..;Negatif
Ulayya Hanifa;1;09/10/2022 15.40;first time pake maxim malah zonk! saya sudah nunggu 30 menit lebih , diapplikasi driver sudah sampai, tetapi pas saya cari-cari tidak ada. saya sudah chat berkala tetapi tidak ada jawaban;Negatif
winny world;3;09/10/2022 12.44;aplikasi nya masih banyak yang kurang, entah itu fitur nya, masih sering bgt nge-bug tolong diupgrade lagi apk nya 🙏🏼;Negatif
Murni Chen;1;09/10/2022 11.54;Trf maxim mrh tp RIBET tdk seperti GRAB atau jg GOJEK tetapi 1. susah menemukan titik jemputan 2. Wkt menunggu terlalu lama dr perkiraan estimasi, setelah lama menunggu kita cancel kita ulang pesan tau²nya dtgnya double 3. Aplikasi sering error wkt hujan aplikasinya trs loading saja, pdhal susah memakai wifi 4. Wkt hjn susah sekali dpt maxim car, pdhal sudah naikkan ongkos jg tdk ada yg mau terima orderan 5. Hr² biasa jg susah dpt maxim car klu sdh dpt draiver, draivernya selalu minta ongkos++;Negatif
Aska xian Xunan;2;09/10/2022 11.22;Tolong data saya dihapus saja saya mengajukan sebagai driver Maxim tapi membingungkan dan jangan disalah gunakan Sudah daftar tapi tidak ada kejelasan lanjut sudah isi semua dokumen malah ga bisa;Negatif
Sasmita Enggar;1;09/10/2022 09.10;Lama lama aplikasi ku uninstall juga,kenapa? Setiap kali saya mau beli makanan tidak muncul gambar nya.kuota full saya pikir kuota saya habis.pakai wi fi pun masih sama.lama kelamaan malas pakai maxim.saran perbaiki lah sistem nya biar tidak mengecewakan pengguna nya;Negatif
Blakutex 212;1;09/10/2022 09.00;Kembangkan dan tingkatkan lagi utk masalah maps penentuan titik jemput & lokasi tujuan sangat sulit dan sangat berbeda dgn aplikasi ternama yg sudah ada di indonesia. Ikuti saja Gojek & Grab yg lebih berpengalaman masalah penentuan titik jemput & titik antar penumpang;Negatif
Lalu Arry;1;09/10/2022 05.21;Kok jadi aneh gini?masak udah diinstal tapi menghubungkan ke layanannya lamaaa banget,udah gt udah nya mau terhubung dsruh pilih kota selalu bilang terjadi kesalahan..apa2an coba;Negatif
wahit chanel;3;08/10/2022 17.02;ini terakhir saya pake Maxim , ada beberapa yang ngga tau arah ngikutin map malah di bawa muter muter , sampe cape yang harusnya di tempuh 18 menit ini jadi 1 jam lebih , semoga kedepannya drivernya bisa memahami jln dulu supaya ngga ke jadian ke pengguna lain cukup saya saja terimakasih;Negatif
Dhelfian Nugraha;1;08/10/2022 16.14;semua jalan raya yang berlubang di masukkin sama maxim motor,terus kalau nyalip mobil pasti supirnya di perhatiin bener kayak ada yang di carinya,masuk saya itu ya fokus nyetir motor gitu loh,jangan pelanga pelongo,bawa motor sih nyantai tapi nyantai kalau gak nyaman mah mending naik motor kebut kebutan tapi aman nyaman,hadeh tolong tindak lanjutin tuh ojeknya,pantat dari awal berangkat sampe tujuan sakit semua bagian pantat;Negatif
Akmal Rifay Ramadan;1;08/10/2022 08.58;Harga tiba-tiba berubah. Udah dipesen pas sampai tempat tujuan harganya tiba-tiba naik padahal pas udah pesan harganya tidak segitu;Negatif
Stefanus Siahaan;3;07/10/2022 14.39;Saya menemukan beberapa driver yg meminta agar tarif di tambah secara manual trus driver ny yg menentukan harga setelah saya tidak mau maka si driver tidak mau menjemput trus minta cancel, trus saya pernah menemukan driver yg tidak jujur;Negatif
Sigit Surya;3;07/10/2022 12.18;Titik tidak sesuai dengan lokasi, serong membingungkan driver dan pengguna, mohon untuk dapat diperbaiki. Terimakasih;Negatif
Erni Erni;1;07/10/2022 12.02;Kenapa maxim ku tidak bisa digunakan lagi???? Karena ongkos murah jdi ga mau ambil penumpang??? Hampir sejam nunggunya ga ada yg mau terima (mencari2 trus) di batalkan, lalu pesan lagi.. Gitu terus... Mala maximku ga bisa digunakan lagi..;Negatif
Nur Agung Tamado Group;1;07/10/2022 09.23;pesen 5x cancel semua, ada aja alasannya. Ditungguin, diliatin lewat maps kayak jalan tapi tiba-tiba di cancel. Wkwk;Negatif
BCH.0511;2;07/10/2022 08.58;Maaf saya turunkan bintang nya.. Harga memang lebih murah.. okelaaah.. tapi sayang para driver yang kebanyakan dobel akun dengan mitra sebelah... alhasil pada tidak ada yang mau menerima orderan pelanggan.. karena merasa alasan harga yg murah..;Negatif
Anisa Rahmawati;3;07/10/2022 07.56;Tolong lebih diperbaiki sistem aplikasi Maxim nya. Saat cuaca hujan aplikasi Maxim tidak bisa dipakai & tidak bisa mencari lokasi. Tolong lebih ditingkatkan sistem nya agar tidak error. Terimakasih;Negatif
Desy Natalia;3;07/10/2022 02.14;Titik penjemputan selalu gak sesuai, buat sush arahkan driver, yang mau cepat jadi lambat, nunggu sampai 1 jam buat arah kn driver sampai tujuaan, tolong di perbaiki lagi maps nya;Negatif
dindaa;3;06/10/2022 10.56;Selalu dapet driver yang mengeluhkan penjemputan kejauhan (padahal saya sudah sesuai titik dan bapak nya dari saya jarak nya dekat), driver marah - marah krn kejauhan mengantar nya (padahal sesuai jalan yang sering saya lalui), dll. Tolong yg seperti itu diatasii agarr tidak membuat penumpang kesal.. dan itu selalu terjadii saat saya mau mengarah ke rumah. Terima Kasih;Negatif
Hj. Eah Ratna Turiah;5;06/10/2022 08.18;Driver sangat sopan & amanah. Pelayanan sangat baik dan kondisi mobil sangat baik. Terima kasih bapak, semoga berkah setiap langkahnya dan Allah senantiasa berikan perlindungan serta keselamatan dimanapun. Dimudahkan rejekinya. Sukses terus 🤲🏻;Positif
Alan Irawan;5;06/10/2022 06.37;sangat membantu ketika banjir pun msh ada drivernya yg mau ambil pesanan gak kaya dua aplikasi ijo udh berapa kali nyari driver tapi gak dapet². Cuma di mohon untuk maxim carnya agar lebih dipermudah lagi mencari pengemudi mobil yang mau nganterin. Masa iya 5x pesen maxim carnya gak dapet terus pdahal mobil banyak lewat;Positif
Darleys Dalenoh;3;06/10/2022 05.44;"1. Harganya murah tapi app nya ribet 2. Tolong yah sering"" di update lagi app nya 3. Cara top up saldo sangat rumit 4. Lokasinya tidak terbaca Maps / TDK sesuai dngn lokasi maps yng ingin di tujui";Negatif
Tika Pangaribuan;1;06/10/2022 03.52;Tarif nya ga jauh beda dgn aplikasi lainnya. Kalo aplikasi lainnya udah update semuanya. Mau maps, metode pembayaran dll. PR nya banyak banget ini aplikasi utk bisa bersaing dgn apk lainnya. Semoga secepatnya berkembang.;Negatif
firda aviyanti;2;06/10/2022 03.07;Dear maxim Saya meminta tolong agar sistem map di aplikasi diperbaiki lagi, info kesehatan dan faksinasi driver juga harus ada. Saya costumer yang baru saja terkena kecelakaan bersama driver maxim tepat sehari yang lalu, tertabrak oleh mobil. Sepertinya driver kurang sehat dan sulit melihat map. Setelah kejadian itu tidak ada yang mau bertanggung jawab. Saya sebagai korban sangat dirugikan atas hal ini. Biaya rs semua saya yang nanggung. Krn driver tidak mampu membayar biaya rs. Thanks.;Negatif
tasya marastya;1;05/10/2022 23.50;Aplikasi parah. Saya mesen 1x dan langsung dapet driver 1x gak ngecancel sama sekali udh naik ke tempat tujuan. Tiba2 tetangga saya wa katanya ada driver nyariin saya. Saya mesen gak di cancel abangnya jadi nya nyari saya. Jelas2 saya mesen 1x dan langsung dapat driver. Sebelum nya jg saya chat mau di ambil atau engga orderan nya. Kata driver mau akhirnya jalan sampe tujuan. Kalo kaya gini menimbulkan salah paham dan fitnah. Saya di sangka jahat mengcancel orderan. Dan kasian drivernya juga!!!;Negatif
Ruliyah Nur Rifna;4;05/10/2022 15.23;tlg donk dksi menu yg bisa simpan alamat & histroy order supaya lebih mudah saat mau order gausa ketik lg u/ alamat yg sering dipakai tuh.. Krn klo ketik alamat atau nama tempatnya gabisa otomatis muncul, pdhl ada tuh di gmaps. sementara kurangnya cuman itu aja sih.. Ama kadang juga notif chat lemot, gak Real time gitu terlebih saat apps sedang dibuka yg chat nya tuh. semoga bisa segera diupgrade yaaa makasih. sehat selalu. aamiin;Positif
Fadhil Ade Rezki;2;05/10/2022 14.03;Kurang baik aplikasinya, padahal cuma mau cek lokasi ehh malah langsung ke order, dan juga kalo mau order makanan masih di bawa ke web ga langsung di aplikasi, promonya masih kurang, UI aplikasi juga kalah jauh dari saingannya duo ijo, pokoknya masih banyak kekurangan. Kalo bisa di tingkatin lagi biar bisa nyaingin duo ijo, semangat💪💪💪;Negatif
Muhammad Mahrus;5;05/10/2022 13.56;sopir baik dan tidak pilih* penumpang.. semoga Maxim kedepannya lebih baik lagi dan mohon untuk para sopir Maxim yang tidak mau jemput(ambil orderannya)mohon jangan di terima orderannya.karena malam ini saya mendapatkan pengalaman yang sangat membuat saya kecewa atas perilaku dan tindakan dari sopir Maxim yg menerima orderan tapi meng cancel dan berpura-pura sudah menerima orderan dan sudah sedang dalam perjalanan padahal kami selaku penumpang belum dijemput padahal urgent mau antar bayi berobat;Positif
Devi Ramadhani;2;05/10/2022 13.54;Aplikasinya tolong diperbaiki, masa mau cancel makanan ga bisa.. terus tidak bisa pakai non tunai, langsung keubah sendiri bayarnya pakai tunai.. ribet banget;Negatif
Allan Darma;3;05/10/2022 12.26;Paling murah dari semua Aplikasi Ojek Online di Indonesia.....tp sayang buta Map udh buru2 berangkat krj mau order di Aplikasi Ojol lain mudah titik lokasi yg dituju tp di Maxim ga nemu2 hrs Manual cari di Peta ga keburu walhasil telat krj.....meski dpt transportasi murah tp telat krj deh jadinya......soal Map aja yg diperbaiki.;Negatif
Paltirama Ringgo;1;05/10/2022 12.12;Aplikasi burik. Gak bisa tepat pada titik jemput dan titik tujuan. Yg membuat aplikasi ini perlu lagi belajar pemetaan. Jujur kecewa sama aplikasi ini, karna tak bisa menemukan titik jemput dan titik tujuan di map nya. Buuuuuuuuurrrrriiiiiiikkkkkkk;Negatif
Yovie Lestari;3;05/10/2022 09.00;Memang lebih murah daripada aplikasi ojol lain cuman tolong perbaiki tampilan maps nya dong, saya pengguna aktif Maxim dan kadang suka ribet kalo milih titik penjemputan. Maps nya terlalu berkotak², tidak ada nama jalan yg jelas, klo bisa tampilannya kaya google maps biar memudahkan pengguna;Negatif
Amoy Mayumi;1;05/10/2022 06.48;Saya kasih bintang 1! Tolong ya dari pihak maxim tercinta,kalau memang ada penambahan biaya diluar dari aplikasi,,misalnya kurir nya tidak memiliki dana pengembalian,dan mesti menukarkan uangnya,,dan waktu unk menukarkan itu juga terhitung dan dimasuki. Dalam biaya tambahan diluar dari aplikasi..mohon diberitahukan kepada kami sbgi pelanggan,,dan satu hal lagi,tolong buatkan CP unk pengaduan masalah dg kurir!!;Negatif
Dewiner Intani;1;05/10/2022 03.41;Harga murah, pengemudi sedikit, aplikasi sangay rumit, titik alamat sering salah, maxim food tidak bisa pembatalan oleh customer, sangat ribet. Krna driver slalu minta cust utk lakukan pembatalan, pdhal tidak bisa batal dari cust.bahkan mau ubah order saja tidak bisa. Tidak ada kontak darurat maxim. Silahkan diperbaiki aplikasinya. Masih sangat minim.;Negatif
loisa heka;4;05/10/2022 03.34;Hari ini baru download, dan mohon maaf saya kasih bintang satu, selain titik penjemputan kurang jelas, tiba-tiba aplikasi bisa pesan sendiri. Walaupun begitu, harganya terjangkau. Tolong tingkatkan lagi, kasihan driver yang sampai di titik penjemputan, padahal saya tidak pesan. Terima kasih 🙏;Positif
Ranirum;3;04/10/2022 15.26;Maaf saya kasih bintang 3 dulu, saat saya memesan makanan dan saya memilih pembayaran dari akun, tapi saat sudah memesan cara membayar malah berganti ke tunai, beruntung saya punya uang cash, padahal dari akun sudah terisi saldo. Tolong di beri fitur pilih pembayaran tunai atau dari akun dulu pada bagian food, jadi pembeli bisa tahu kalau membayar pakai tunai atau dari akun.;Negatif
Henny Nur Dewi;1;04/10/2022 15.10;Saya pesan layanan delivery. Ongkos pertamanya yaiti 11k tapi tiba barang sampai ongkos naik jadi 30k. Dan herannya lagi titik antar alamat nya nambah jadi 5 alamat. Saya uda pastiin alamat saya benar. Kecewa beneran pakai maxim;Negatif
